import time: self [us] | cumulative | imported package
import time:      2580 |       6306 |                       matplotlib._afm
import time:     13521 |      60397 |                     matplotlib.font_manager
import time:      2184 |       2184 |                       matplotlib.hatch
import time:      3556 |       3556 |                         matplotlib.markers
import time:     36252 |      39808 |                       matplotlib.lines
import time:    123215 |     165206 |                     matplotlib.patches
import time:      5271 |       5271 |                       matplotlib._text_helpers
import time:      6561 |       6561 |                       matplotlib.dviread
import time:     13481 |      13481 |                         matplotlib._mathtext
import time:      2887 |      16368 |                       matplotlib.mathtext
import time:      2881 |       2881 |                       matplotlib.texmanager
import time:      3290 |      34369 |                     matplotlib.textpath
import time:     30063 |     290034 |                   matplotlib.text
import time:      1092 |       1092 |                   matplotlib._tight_bbox
